timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1652793772311,40,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-116,text,false,Test failed: text expected to contain /Shop de look/,2865,0,118,118,https://www.bol.com/nl/nl/,0,0,36
1652793771306,820,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-49,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,797
1652793772677,58,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-140,text,false,Test failed: text expected to contain /Shop de look/,2865,0,144,144,https://www.bol.com/nl/nl/,0,0,49
1652793772028,217,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-97,text,false,Test failed: text expected to contain /Shop de look/,2865,0,110,110,https://www.bol.com/nl/nl/,0,0,200
1652793772582,63,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-134,text,false,Test failed: text expected to contain /Shop de look/,2865,0,138,138,https://www.bol.com/nl/nl/,0,0,55
1652793771127,1036,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-37,text,false,Test failed: text expected to contain /Shop de look/,2865,0,104,104,https://www.bol.com/nl/nl/,0,0,1024
1652793772492,85,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-128,text,false,Test failed: text expected to contain /Shop de look/,2865,0,133,133,https://www.bol.com/nl/nl/,0,0,78
1652793771965,238,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-92,text,false,Test failed: text expected to contain /Shop de look/,2865,0,107,107,https://www.bol.com/nl/nl/,0,0,220
1652793772282,45,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-114,text,false,Test failed: text expected to contain /Shop de look/,2865,0,117,117,https://www.bol.com/nl/nl/,0,0,39
1652793772181,95,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-107,text,false,Test failed: text expected to contain /Shop de look/,2865,0,113,113,https://www.bol.com/nl/nl/,0,0,89
1652793771085,1072,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-34,text,false,Test failed: text expected to contain /Shop de look/,2865,0,101,101,https://www.bol.com/nl/nl/,0,0,1058
1652793772176,113,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-103,text,false,Test failed: text expected to contain /Shop de look/,2865,0,114,114,https://www.bol.com/nl/nl/,0,0,107
1652793772241,51,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-111,text,false,Test failed: text expected to contain /Shop de look/,2865,0,114,114,https://www.bol.com/nl/nl/,0,0,47
1652793770973,1246,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-26,text,false,Test failed: text expected to contain /Shop de look/,2865,0,109,109,https://www.bol.com/nl/nl/,0,0,1234
